title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Бизнес-аналитик в Казначейство,АО Jusan Bank,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"Обязанности:

Оптимизации и автоматизации процессов Казначейства;
аналитики деятельности и прогнозирования расчетов;
осуществляет организацию и ведение в АБИС Банка карточек финансовых институтов;
осуществляет организацию и участие в разработке оптимальных тарифов для банков-контрагентов на основе анализа рынка и мониторинга тарифов других финансовых институтов;
анализ и выявление бизнес-проблем УФИ и Казначесйства.

Требования:

Образование: Высшее финансовое + информационные технологии;
опыт работы на аналогичной позиции 3 года и более;
знания английского языка, основы фондового и валютных рынков;
знания языка программирования Python, Power BI, умение писать макросы в Excel.

Условия:

Ежеквартальные премии;

корпоративные предложения по фитнесу;

корпоративные скидки на онлайн обучение в Skyeng для вас и ваших близких;

бесплатная подписка на онлайн библитеку «Alpina Digital»;

приятная рабочая атмосфера в современном офисе в деловой части города;

возможность строить карьеру в одном из крупнейших банков Казахстана.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,14 мая 2025,https://hh.kz/vacancy/120537345,"Финансовый анализ,Бизнес-анализ,Английский язык,Анализ бизнес-процессов,MS Excel,Python,Power BI,Казначейство"
Senior Network Engineer,ТОО Richfit International,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Keywords: Network, Huawei, HCNA, Cisco

Responsibilities:

Provide technical support for all network tasks.
Work with system infrastructure or desktop O/M team to perform tasks such as network monitoring, inspection, performance tuning and troubleshooting.
Design, implement, maintain data links include international VPN, network hardware and systems, and Microsoft Visio is must.
Able to participate in project starting from the technical evolutions initiation phase to determine impact on existing systems.
Write maintenance of manuals, incident analysis reports and other deployment documents required for the effective operation IT.
Network assets management

Basic Requirement:

University degree in a technology or IT field;
English is preferable;

Skill Requirement:

Minimum 3 years of experience support network infrastructure in an enterprise environment.
A knowledge and understanding of proactive incident and problem management.
In-depth knowledge on LAN/WAN protocol and VLAN, Trunk, routing.
A knowledge of Wireless planning, Switch (LAN/SAN), Firewall configuration and maintenance for Huawei or Cisco products.
Virtualization knowledge is preferred.
HCNA or CCNA is must.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120569132,"Английский язык,Analytical skills,Английский — B2 — Средне-продвинутый"
International financial advisor / Независимый финансовый консультант,Anderida Financial Group,Вакансия опубликована 14 мая 2025 в Алматы,"от 6 000 до 14 000 $ за месяц, на руки","Anderida Global — международная финансовая компания, резидент Международного финансового центра Астаны (МФЦА), команда из 100+ финансовых советников с клиентской базой в 46 странах от Латинской Америки до Новой Зеландии.

ГЛОБАЛЬНАЯ КАРЬЕРА НОВОГО УРОВНЯ

Независимый финансовый консультант в международной среде — это элитная интеллектуальная практика без границ. Вы строите собственный консалтинговый бизнес, работая с состоятельными клиентами по всему миру и используя глобальную финансовую инфраструктуру.

ИДЕАЛЬНЫЙ КАНДИДАТ

Мы приглашаем присоединиться к нам:

Профессионалов из международных финансовых институтов, ищущих свободы от корпоративных ограничений
Частнопрактикующих консультантов, юристов и коучей, стремящихся расширить свою продуктовую линейку
Специалистов из Big4 и консалтинговых компаний, желающих построить собственную практику
Экспатов и международных предпринимателей, обладающих доступом к премиальной аудитории
И любых других пассионарных людей, стремящихся работать из любой точки мира в интеллектуальной и высокодоходной сфере

ВАШИ ПРЕИМУЩЕСТВА

Истинная географическая независимость. Работайте из любой точки мира, выстраивая график в соответствии с вашим lifestyle-дизайном.
Доступ к глобальным финансовым рынкам. Используйте возможности ведущих мировых финансовых центров, включая МФЦА, для создания уникальных стратегий для клиентов.
Долгосрочные международные связи. Становитесь частью глобального сообщества финансовых профессионалов с доступом к международной экспертизе.
Построение международного личного бренда. Формирование репутации в качестве эксперта по финансовым стратегиям с международным признанием.

ПОДДЕРЖКА МИРОВОГО УРОВНЯ

AI-инфраструктура. Революционные технологии искусственного интеллекта автоматизируют рутинные процессы — от создания документов до финансового анализа, доступные на любом языке 24/7.
Интернациональная команда экспертов. Персональный бизнес-наставник и доступ к специалистам по международным финансовым продуктам для совместного обслуживания ваших клиентов.
Global Knowledge Hub. Постоянно обновляемая экосистема знаний с аналитическими материалами от экспертов из ведущих финансовых центров мира.
Интеграция в международное сообщество. Профессиональное развитие в группе консультантов со схожими целями (5-15 человек) и в рамках глобальной команды Anderida.
Эффективный Back Office. Полное административное и юридическое сопровождение, освобождающее вас от бумажной работы и позволяющее фокусироваться на клиентах.

МЕЖДУНАРОДНАЯ ПРОДУКТОВАЯ ЛИНЕЙКА

Глобальные инвестиционные стратегии с использованием нашей AI-платформы AFGate.
Уникальные инвестиционные возможности в различных юрисдикциях через ведущие международные брокерские платформы (Exante, Freedom Finance и др.)
Блокчейн стратегии и построение персональной инфраструктуры для инвестора «под ключ»
Премиальные международные страховые и пенсионные решения от элитных финансовых институтов (Investors Trust, Hansard Global, International Assurance Ltd. и пр.)
Комплексное структурирование активов с поддержкой международной юридической команды.
Эксклюзивная зарубежная инвестиционная недвижимость в локациях с наибольшим потенциалом (Мексика, США, Индонезия, Вьетнам и пр.)
Миграционные услуги высокого уровня — от получения статуса резидента МФЦА до программ ПМЖ и гражданства через инвестиции.

ПРОЦЕСС ОТБОРА И ИНТЕГРАЦИИ

Мы создаем глобальную сеть профессионалов высочайшего уровня:

AI-интервью с нашим рекрутером Анной (20-30 минут)
Встреча-знакомство с будущим бизнес-наставником
Разработка индивидуальной стратегии развития международной практики

Станьте архитектором глобальной финансовой практики и присоединитесь к международной элите независимых советников. С Anderida Global вы обретете интеллектуальную, финансовую и географическую свободу, помогая клиентам по всему миру строить будущее своего благосостояния.

Anderida Global — официальный резидент Международного финансового центра Астаны (МФЦА)",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,14 мая 2025,https://hh.kz/vacancy/120545298,Английский — A1 — Начальный
Кредитный менеджер,ТОО МФО Swiss Capital (Свисс Капитал),Вакансия опубликована 15 мая 2025 в Астане,"от 190 000 до 400 000 ₸ за месяц, на руки","Swiss Capital — международная микрофинансовая компания с амбициозными целями. Мы расширяем команду и ищем энергичных, надёжных сотрудников, готовых расти вместе с нами.

Почему выбирают нас?

• Стабильность международной компании;
• Обучение и поддержка с первого дня;
• Прозрачная система мотивации и карьерного роста;
• Современные инструменты и стандартизированные процессы;
• Реальная возможность влиять на развитие бизнеса.

Ваши задачи:

• Выдача микрозаймов под залог недвижимости и автомобилей;
• Распространение рекламных материалов, выполнение планов;
• Консультирование клиентов по условиям кредитования;
• Оценка платёжеспособности, проведение финансового анализа;
• Сопровождение клиентов до полного погашения займа.

Наш идеальный кандидат:

• Имеет опыт работы в МФО или банке от 1 года;
• Образование: средне-специальное или высшее;
• Легко находит подход к людям;
• Уверенный пользователь ПК;
• Ответственный, стрессоустойчивый;
• Свободно владеет русским и казахским языками.

Мы предлагаем:

• Оформление согласно ТК РК;
• Конкурентную зарплату: оклад + бонусы;
• Ежегодный оплачиваемый отпуск;
• График 5/2 с 10:00 до 19:00;
• Медицинское страхование;
• Возможность профессионального и карьерного роста.

Готовы к новым вершинам вместе с нами?
Присылайте резюме — мы ждём именно вас!",1–3 года,"Полная занятость
Стажировка",График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120278296,"Активные продажи,Заключение договоров,Финансовая отчетность"
Android Development with AI Tools (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Вакансия опубликована 15 мая 2025 в Караганде,Не указано,"Details

To get into the program, you need to undergo a preliminary competitive selection process.

The Android Development program is designed to prepare you for a career as an Android Developer. You will master Java and Kotlin and learn to create modern mobile applications for the Android platform.

During the program, you will:

Design intuitive and user-friendly mobile interfaces using modern UI development practices.
Work with APIs and manage local data to enable networking and efficient data storage in apps.
Use popular Android libraries like Android Jetpack and Dagger2, Koin to streamline development and enhance app functionality.

By the end of the program, you’ll be able to confidently apply your knowledge and build fully functional Android applications.

What you will gain from this program:

Write and execute Java programs – build a strong foundation in Java programming.
Master Kotlin – learn a modern language designed for seamless integration with Java.
Develop user-friendly interfaces – design and implement intuitive UIs, work with network requests, and manage local data storage.
Enhance your development with AI – gain expertise in Prompt Engineering and integrate AI tools into Android app development.
Build a real-world Android application – apply your knowledge by creating a capstone project, working on real-life tasks to showcase your skills.

Why choose this program?

Professional Mentorship. You will have group online sessions with a mentor twice a week and individual sessions once every two weeks. During these meetings, you’ll be able to ask questions, receive feedback on your assignments, and gain a deeper understanding of the learning material.
Hands-on Learning with Real Projects. You will gain practical experience by solving real projects-based tasks and engaging hands-on learning, preparing you for technical interviews and helping you build a strong skill set to excel in the fast-paced world of technology.
Simplified Learning Approach. We simplify complex things and boil sophisticated concepts into digestible, bite-sized content without sacrificing quality and learning experience.
Career Support & Job Readiness. We will provide you with all the necessary tools to prepare for your dream job, from resume creation to technical assessments and project defenses, ensuring you are ready for real-life interview situations.

What is required for training:

Intermediate (B1 or higher) English.
Meeting requirements of Tech Orda",не требуется,"Частичная занятость
Стажировка",График: свободный,Рабочие часы: 2 или 3,Формат работы: удалённо,15 мая 2025,https://hh.kz/vacancy/120580792,Английский — B1 — Средний
Аналитик Отдела кредитного анализа,АО Народный банк Казахстана. IT,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Мы полагаемся на профессиональное мнение Аналитика по вопросу выдачи займа. Наш Аналитик всесторонне изучает маркетинговые, финансовые и организационно-технологические аспекты проекта и дает свою оценку по каждому случаю выдачи кредита.
Если Вы внимательны к деталям, умеете находить закономерность в рядах данных и Вам нравится работать с источниками и расчетами, тогда присоединяйтесь к команде Halyk!
Обязанности:
Осуществлять сбор документов и материалов, необходимых для проведения полноценного и объективного анализа проектов по кредитованию;
Выполнять экспертизу проектов и подготовку предложений по кредитованию;
Анализировать маркетинговые, сбытовые, финансовые и организационно-технологические аспекты проектов;
Составлять мониторинговые отчеты по клиентам;
Давать консультации по вопросам проведения финансового анализа работникам структурных подразделений филиала.
Мы ожидаем, что:
- у Вас высшее экономическое/финансовое/ математическое образование
- у Вас есть опыт работы в финансовой/ банковской сфере/в области кредитного анализа не менее 2-х лет
- у Вас есть навыки экономического анализа, планирования и прогнозирования, обобщения данных и отчетности:
Мы предлагаем:
- официальное трудоустройство
- привлекательную оплату: стабильный оклад и ежемесячные бонусы по показателям работы
- дополнительные льготы и забота компании о сотрудниках
- работу в команде профессионалов
Добро пожаловать в команду профессионалов крупнейшего Банка страны!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120586813,Не указано
Generative AI for Software Development (Tech Orda Voucher),"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Вакансия опубликована 14 мая 2025 в Атырау,Не указано,"Start your journey in IT with EPAM's industry experts! The training cost is fully covered by the Tech Orda program voucher worth 400,000 tenge, with partial funding provided by EPAM.

To get into the program, you need to undergo a preliminary competitive selection process.

The Generative AI for Software Development program equips you with skills to integrate large language models (LLMs), AI agents, and copilot tools across the software development lifecycle to boost productivity and innovation.

Requirements:
Knowledge of English: B2 (Upper-Intermediate) or higher.
Knowledge of a Modern Programming Language (Java / JS / Python / C#).
Compliance with the requirements of Tech Orda
Experience in IT 2+.
Uploaded self-presentation video.
Uploaded CV.

What you will gain from this program:
Understand the foundations of large language models (LLMs) – explore how they work and apply them to real-world development tasks.
Design effective prompts – learn prompt engineering techniques to guide AI models toward accurate and helpful responses.
Implement retrieval-augmented generation (RAG) – combine AI models with external data sources to boost relevance and performance.
Use AI copilots in development workflows – accelerate coding with tools like GitHub Copilot and EPAM AI/Run.
Leverage AI agents in software projects – automate routine tasks and enhance productivity through intelligent assistants.
Apply AI-powered testing and quality assurance – improve software reliability and performance with smart automation.
Utilize AI in project management – enhance planning, forecasting, and delivery using predictive analytics.
Follow ethical and secure AI practices – ensure responsible AI integration and mitigate potential risks.
Integrate AI into CI/CD and DevOps – streamline software delivery pipelines using intelligent tools.
Stay ahead of future AI trends – anticipate and adapt to evolving technologies in AI-assisted software development.

Benefits of our program:
Fundamental knowledge of Generative AI for Software Development. The course covers a wide range of essential topics, providing you with a comprehensive understanding of how to apply AI across the entire software development lifecycle.
Best engineering practices. You will practice and apply skills that meet up-to-date industrial standards alongside EPAM's leading experts.
Hands-on experience. We emphasize practical learning by providing hands-on exercises and real-world scenarios.",1–3 года,Частичная занятость,Не указано,Не указано,Формат работы: удалённо,14 мая 2025,https://hh.kz/vacancy/120554268,"Английский язык,Java,JavaScript,Python,.NET Framework"
Финансовый аналитик,ТОО Dostyk TransTerminal (Достык ТрансТерминал),Вакансия опубликована 15 мая 2025 в Астане,Не указано,"Обязанности:

- Собирает экономическую, отраслевую информацию, а также финансовые отчеты Товарищества и финансовую периодику;

- Подготавливает исходные данные и формирует проекты перспективных и годовых планов производственно-хозяйственной деятельности и социального развития Товарищества, выполняет расчеты и обоснования к ним, доводит плановые показатели до структурных подразделений ;

- Формирует и предоставляет управленческую отчетность в установленные сроки;

- Ведет учет и контроль за выполнением плановых показателей по Товариществу и подразделениям;

- Разрабатывает проекты перспективных и годовых финансовых планов, прогнозы поступления денежных средств;

- Определяет размеры доходов и расходов, поступлений и отчислений средств, составляет балансы доходов и расходов, кассовые планы;

- Анализирует исполнение смет, оперативную и бухгалтерскую отчетность по финансовой деятельности;

- Анализирует финансовую целесообразность заключения Товариществом различных гражданско-правовых договоров и иных сделок;

- Следит за рациональным и экономным использованием материальных, трудовых и финансовых ресурсов в целях выявления внутрихозяйственных резервов, снижения себестоимости продукции, предупреждения потерь и непроизводительных расходов;

Требования:

Высшее экономическое/финансовое образование;
Опыт работы на данном участке от 5 лет;
Ответственность, исполнительность, умение работать в режиме многозадачности;

Условия:

5/2 рабочая неделя с 09.00 до 18.00 часов;
Трудовой отпуск - 28 календарных дней.
Оформление согласно ТК РК;
Ежеквартальная премия KPI:
Медицинская страховка;
Работа в дружном коллективе;
Место положение офиса - г.Астана, пр. Туран-18",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/119896929,Не указано
Аналитик по стратегическому планированию,АО Jusan Bank,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Обязанности:

Сбор, систематизация и анализ рыночной, отраслевой и внутренней трансформации.
Подготовка аналитических справок, обзоров и презентаций.
Подготовка материалов для стратегических сессий, совещаний, презентаций для руководства.
Сопровождение разработки и мониторинга стратегического плана развития Банка.
Отслеживание ключевых инициатив и тд.

Требования:

Высшее образование.
Стратегическое мышление и планирование.
Анализ внешней среды, финансовых и операционных показателей.
Понимание финансовой отчетности, бюджетирования.
Опыт работы в аналитике не менее 5 лет.
Владение BI инструментами. Знание проектных методологий.

Условия:

Ежеквартальные премии;
Корпоративные предложения по фитнесу;
Корпоративные скидки на онлайн обучение в Skyeng для вас и ваших близких;
Бесплатная подписка на онлайн библитеку «Alpina Digital»;
Приятная рабочая атмосфера в современном офисе в деловой части города;
Возможность строить карьеру в одном из крупнейших банков Казахстана.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120563895,Не указано
Младший маркетолог - координатор,ИП Sanber Agency,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Sanber — маркетинговое агентство, которое помогает брендам расти через стратегию, контент, аналитику и системный подход. Мы ищем человека, который умеет держать процессы в фокусе, выстраивать командную работу и не боится брать ответственность.

Кому подойдёт эта роль:

Если ты вырос из роли исполнителя и хочешь управлять проектами, реализовывать свои идеи и влиять на результат — тебе сюда.

Если ты всегда мечтал быть именно маркетологом: выстраивать стратегии, погружаться в бизнес и видеть, как бренды растут с твоим участием — это шанс.

Ты будешь направлять, придумывать, собирать сильные команды и видеть плоды своей работы.

Задачи:

• Ведение проектов: сроки, задачи, связь с командой, подрядчиками и клиентами

• Организация процессов: постановка задач, контроль дедлайнов, решение рабочих вопросов

• Коммуникация: ясная, своевременная, с заботой — внутри команды и снаружи

• Аналитика: отслеживание эффективности и предложение точек роста

Что важно:

• Опыт в маркетинге от 1 года (в агентстве — плюс)

• Системность, внимательность, умение держать фокус

• Понимание основ SMM, брендинга и контента

• Навыки работы с таск-трекерами (Notion, Trello, Asana и др.)

Что предлагаем:

• Возможность расти как стратег и управленец

• Участие в проектах — от локальных до международных

• Команду, где ценят честность, инициативу и адекватность

• Портфолио с реальными, сильными кейсами

• Прозрачные, гибкие условия + обучения",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/119677370,"Инфлюенс-маркетинг,Маркетинговый анализ,Ситуативный маркетинг,Подготовка презентаций,Маркетинговый аудит,Маркетинговая стратегия,Событийный маркетинг,Нативный маркетинг,Контент-маркетинг,Продвижение бренда,Маркетинговые коммуникации,Деловая коммуникация,Управление коммуникациями"
Коммерческий директор IT компании,ТОО IServ,Вакансия опубликована 15 мая 2025 в Астане,Не указано,"1. Образование и сертификации

Высшее образование в области экономики, управления, бизнеса или информационных технологий.
Дополнительное образование в сфере IT-бизнеса, продаж или стратегического менеджмента приветствуется.
Сертификаты по управлению проектами (например, PMP, PRINCE2) или Agile/Scrum — плюс.

2. Опыт работы

Не менее 5 лет успешного опыта на руководящих позициях в сфере продаж или коммерческого управления в IT-компаниях.
Опыт выведения на рынок IT-продуктов или решений (например, SaaS, облачные сервисы, программное обеспечение).
Доказанный опыт достижения ключевых коммерческих показателей (рост выручки, увеличение клиентской базы, удержание клиентов).
Опыт построения и управления отделами продаж, маркетинга и партнерских программ.

3. Профессиональные навыки

Глубокое понимание рынка IT и технологий, актуальных бизнес-моделей (SaaS, PaaS, B2B/B2C и др.).
Разработка и реализация коммерческих стратегий и планов.
Владение современными инструментами управления продажами (CRM-системы, аналитика данных).
Навыки бюджетирования и управления финансовыми показателями.
Способность выстраивать эффективные взаимоотношения с ключевыми клиентами и партнерами.

4. Личностные качества

Стратегическое мышление и ориентация на результат.
Развитые лидерские качества и умение мотивировать команду.
Отличные коммуникативные и переговорные навыки.
Гибкость и адаптивность в условиях быстро меняющегося IT-рынка.
Высокий уровень самоорганизации и ответственности.

5. Дополнительные требования

Владение английским языком на уровне не ниже Upper-Intermediate (для международных проектов и взаимодействия с зарубежными клиентами).
Готовность к командировкам (если требуется).
Понимание юридических аспектов контрактов и сделок в IT-сфере — будет преимуществом.

ОБЯЗАННОСТИ

Стратегическое планирование и развитие бизнеса

Разработка и реализация коммерческой стратегии компании.
Анализ рынка, выявление новых бизнес-возможностей и направлений для роста.
Формирование и управление бюджетом коммерческого подразделения.

Управление продажами и клиентскими отношениями

Организация процесса продаж услуг по разработке ПО.
Поиск и привлечение ключевых клиентов, построение долгосрочных отношений.
Контроль выполнения планов продаж и финансовых показателей.
Ведение переговоров и заключение крупных контрактов.

Маркетинг и продвижение услуг

Определение целевых рынков и стратегий выхода на них.
Курирование маркетинговых кампаний для привлечения клиентов.
Анализ эффективности маркетинговых инициатив и каналов продвижения.

Управление командой

Постановка целей и задач для подчинённых, контроль их выполнения.
Проведение обучения и развития сотрудников для достижения коммерческих целей.

Управление проектами и операционной деятельностью

Согласование коммерческих условий проектов с отделами разработки.
Обеспечение рентабельности проектов и соблюдения сроков.
Решение конфликтных ситуаций с клиентами и внутри компании.

Финансовое планирование и отчетность

Контроль за выполнением финансовых показателей: выручка, прибыль, маржинальность.
Подготовка регулярных отчетов для топ-менеджмента и инвесторов.
Анализ показателей эффективности коммерческой деятельности.

Развитие партнерских отношений

Установление и развитие партнерских отношений с другими компаниями.
Поиск стратегических альянсов для расширения портфеля услуг.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/119756577,"Управление командой,Стратегическое мышление,Управление бизнес процессами,Стратегия управления рисками,Лидерство,Английский — A1 — Начальный"
Chemical Application Engineer,ТОО Топан,Вакансия опубликована 15 мая 2025 в Аксай (Казахстан),Не указано,"QUALIFICATION REQUIREMENTS

Higher education in the field of chemical technology, chemistry or chemical engineering.
Minimum of 3 years of experience in oil, gas and water treatment;
SAP experience is desirable;
Ability to effectively cooperate with all level management, within the CUSTOMER and outside;
English – starting from intermediate.

JOB RESPONSIBILITIES

Provides control over the quality of chemicals, dosing calibrations at injection sites
Studying the best-in-class reagents
Studying the problems of oil and gas processing and proposing solutions to optimize the process
Reducing shutdowns / cleaning operations at the CUSTOMER facilities
Reporting, drawing up procedures for laboratory and field tests
Searching and studying new methods in the world to solve technological problems and putting them into CUSTOMER practice
Taking into account the specifics of the plants, drawing up plans for the use of reagents to achieve the smooth operation of oil installations and gas and increased production
Assistance to CUSTOMER representatives in search of a solution to emerging problems
Interaction with CUSTOMER departments and providing expert opinions.
Carry out monitoring and prepare chemical consumption reports;
Develop and implement chemical products optimization programs;
Manage the chemical area's Change Management implementation;
Participate in assets audit as well as technical meetings
Report on key performance indicators (KPI) for monitoring of chemical use efficiency;
Ensure that appropriate report systems are available to cover analytical results, calibration results and dosing results depending on objectives;
Report on annual objectives of chemical control in monthly reports which include data and comments on deviations from target values as well as corrective actions;
Ensure that appropriate chemicals data are collected, properly managed and maintained in accordance with CUSTOMER’s requirements.

HSSE RESPONSIBILITIES

Demonstrate personal commitment to rules and regulations on health, safety, security and environment;
Observe rules, regulations and standards on health, safety and environment stated in the laws of the Republic of Kazakhstan;
Compliance with the requirements of CUSTOMER HSSE policies;
Support / participate in trainings and emergency response drills on incident mitigation when necessary;
Timely reporting about all accidents / injuries and unsafe behaviour / conditions of work.",3–6 лет,Вахта,Не указано,Рабочие часы: 12,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120571411,Английский — B2 — Средне-продвинутый
Менеджер по контролю качества заявок в CRM (проводной интернет),ТОО Freedom Telecom Operations,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Freedom Telecom - современная телекоммуникационная компания, развивающая на рынке Республики Казахстан широкополосный доступ к сети интернет в каждый дом и открытый доступ Wi-Fi в крупных городах. Мы работаем в тесном сотрудничестве с мировыми производителями оборудования - программного обеспечения.

Чем предстоит заниматься:
- Контроль полного цикла прохождения заявки в CRM: от создания продавцом до исполнения техническими подразделениями;
- Мониторинг статусов, сроков и корректности заполнения карточек заявок;
- Выявление и устранение сбоев, задержек и ошибок в обработке заявок;
- Взаимодействие с продавцами, техблоком, поддержкой и IT для решения возникающих вопросов;
- Подготовка отчетности по воронке заявок и аналитика по качеству обработки;
- Участие в улучшении процессов и сценариев в CRM.

Знания, навыки, важные для этой позиции:
- Опыт работы с CRM-системами (B2B или B2C сегмент) от 1 года;
- Знание процессов подключения проводного интернета: технологии FTTB, FTTO, GPON, Ethernet, медь и др;
- Понимание логики работы технических и продажных блоков в телеком-компании;
- Умение быстро анализировать информацию и находить причины отклонений;
- Внимательность, системность, высокая степень ответственности;
- Опыт работы в телеком-бизнесе (желательно проводной интернет);
- Опыт оптимизации процессов в CRM;
- Навыки работы с BI-системами или Excel на уровне сводных таблиц и формул.

Что мы предлагаем:
- График 5/2, с 9:00 до 18:00;
- Комфортный офис с кухней и парковкой;
- Свободный дресс-код;
- Привилегии от экосистемы Freedom Holding;
- Экстра days off, помимо отпускных и больничных;
- Материальная помощь по памятным событиям;
- Самые инновационные, амбициозные проекты и задачи.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120584476,"Опыт работы с CRM-системами,Знание процессов подключения проводного интернета,Навыки работы с BI-системами или Excel на уровне сводных таблиц и формул,Опыт оптимизации процессов в CRM,Знание технологии FTTB, FTTO, GPON, Ethernet, медь и др"
